,startTime,endTime,control,transitionType,targetLocX,targetLocY,targetLocZ,targetRotX,targetRotY,targetRotZ,targetDimX,targetDimY,targetDimZ,targetType,uid,sid,cid,interfaceID,numClicks,draggingDuration,resetIKNum,topViewDuration,sideViewDuration,frontViewDuration,numViewSwitches,taskID,cycleLength,eeLocX,eeLocY,eeLocZ,eeRotX,eeRotY,eeRotZ
44,1604109083.406,1604109101.122,target,click,2.1219886608480594,2.4386406630845485,1.187536299961609,0,45,90,0.1510196196093763,2.1972706906145354,0.3991052954509674,box,4GKWUieTnbVqQlpgNtIHWNN2vym1,-MKwLFpvVNb0HKW_GwAB,-MKwLXBDndTNpYWaYEl7,target-click,5,-1.0,0,4.563,5.072,8.081,5,4,17.716000080108643,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
45,1604089942.372,1604089946.342,targetdrag,click,6.397104733337428,2.0628351999924943,-0.6073496168659844,90,0,0,0.13278613905718392,0.13278613905718392,1.0,cylinder,5406npKuKpdfDwmKZD26uRz8I7w1,-MKvCS5eZ-_n45f9TNIM,-MKvCW4Z2_B_Z3BQMS94,targetdrag-click,2,-1.0,0,3.97,0.0,0.0,1,0,3.9700000286102295,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
46,1604089955.63,1604089988.424,targetdrag,click,4.06076133881568,3.5543123808120387,-0.2721569650935174,90,0,0,0.13278613905718392,0.13278613905718392,1.0,cylinder,5406npKuKpdfDwmKZD26uRz8I7w1,-MKvCS5eZ-_n45f9TNIM,-MKvCZJiba-oAvJShaps,targetdrag-click,6,-1.0,0,14.042,4.789,13.963,4,1,32.793999910354614,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
47,1604089995.573,1604090001.726,targetdrag,click,3.0567098383875217,2.472841246908899,-3.941786672214876,0,0,90,0.08290730428184641,1.782922509537757,0.38008582481843867,box,5406npKuKpdfDwmKZD26uRz8I7w1,-MKvCS5eZ-_n45f9TNIM,-MKvCi3pBp678CiIF-sf,targetdrag-click,2,-1.0,0,2.568,3.585,0.0,2,2,6.153000116348267,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
48,1604090011.255,1604090082.685,targetdrag,click,3.8986244927933806,2.764123216923657,-0.588183989689119,0,90,90,0.08290730428184641,1.782922509537757,0.38008582481843867,box,5406npKuKpdfDwmKZD26uRz8I7w1,-MKvCS5eZ-_n45f9TNIM,-MKvCltrMFwh70jIOZKy,targetdrag-click,20,-1.0,1,21.325,34.869,15.236,5,3,71.42999982833862,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
49,1604090102.554,1604090140.983,targetdrag,click,2.006579027086556,1.5517077072132524,-2.9617602247122083,0,45,90,0.08290730428184641,1.782922509537757,0.38008582481843867,box,5406npKuKpdfDwmKZD26uRz8I7w1,-MKvCS5eZ-_n45f9TNIM,-MKvD7BPuRoEs5_zAhzR,targetdrag-click,10,-1.0,0,5.119,12.142,21.168,5,4,38.42900013923645,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
50,1604085620.69,1604085631.5,targetdrag,click,6.243155305537703,3.2445785107681884,-0.803611947285236,90,0,0,0.12040457055111599,0.12040457055111599,1.0,cylinder,5SzbbnAWq5SbbxIZMDdaoEraNWp1,-MKuwzrmVv9EDIvRMYJo,-MKux0zHkB-cyUT9_kpw,targetdrag-click,4,-1.0,0,4.614,1.386,4.81,3,0,10.809999942779541,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
51,1604085635.979,1604085640.336,targetdrag,click,5.376806747145695,3.22163453484971,-1.2958978911945633,90,0,0,0.12040457055111599,0.12040457055111599,1.0,cylinder,5SzbbnAWq5SbbxIZMDdaoEraNWp1,-MKuwzrmVv9EDIvRMYJo,-MKux4iAQGggI5Hf-7gh,targetdrag-click,2,-1.0,0,0.0,2.532,1.825,2,1,4.35699987411499,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
52,1604085645.108,1604085773.506,targetdrag,click,3.947022084028032,2.6820183156348993,1.7512418126895604,0,0,90,0.12295604017395287,1.957278349935379,0.3046449570687549,box,5SzbbnAWq5SbbxIZMDdaoEraNWp1,-MKuwzrmVv9EDIvRMYJo,-MKux6woN1N-HDK7fO4S,targetdrag-click,42,-1.0,2,43.99,41.112,43.296,10,2,128.39800000190735,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
53,1604085778.137,1604085818.373,targetdrag,click,2.467091584488072,1.79971901416905,-3.3479977074911225,0,90,90,0.12295604017395287,1.957278349935379,0.3046449570687549,box,5SzbbnAWq5SbbxIZMDdaoEraNWp1,-MKuwzrmVv9EDIvRMYJo,-MKuxcQOMjboTWJWAAKD,targetdrag-click,12,-1.0,0,10.655,14.562,15.019,5,3,40.23599982261658,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
54,1604085823.669,1604085918.663,targetdrag,click,3.453783936423897,1.0860046546674567,1.1029902045019568,0,45,90,0.12295604017395287,1.957278349935379,0.3046449570687549,box,5SzbbnAWq5SbbxIZMDdaoEraNWp1,-MKuwzrmVv9EDIvRMYJo,-MKuxnXp4kZV9h_zOF8m,targetdrag-click,34,-1.0,2,19.621,58.071,17.302,9,4,94.99400019645691,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
55,1604086057.718,1604086068.135,target,click,6.480844795865439,3.1648694969233917,-0.7111721223244938,90,0,0,0.14735687675314993,0.14735687675314993,1.0,cylinder,5qEDQu6O6AUl0khcEu0Km3FHC6H2,-MKuyanOJLE2Iq8E9FKd,-MKuygfqlUjEHlbSuCtA,target-click,3,-1.0,0,9.388,1.029,0.0,2,0,10.41700005531311,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
56,1604086073.862,1604086076.108,target,click,4.822128578791079,2.6804777836460536,-1.4554837530033746,90,0,0,0.14735687675314993,0.14735687675314993,1.0,cylinder,5qEDQu6O6AUl0khcEu0Km3FHC6H2,-MKuyanOJLE2Iq8E9FKd,-MKuykc5rXKSw5z69TxD,target-click,1,-1.0,0,0.931,1.315,0.0,2,1,2.246000051498413,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
57,1604086080.345,1604086090.375,target,click,1.9307748510858445,2.7137677626065217,0.8463970838037227,0,0,90,0.09943323420697957,2.101824069522145,0.30472000306795655,box,5qEDQu6O6AUl0khcEu0Km3FHC6H2,-MKuyanOJLE2Iq8E9FKd,-MKuymCOTvI3wJjY2wm_,target-click,2,-1.0,0,8.832,1.198,0.0,2,2,10.02999997138977,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
58,1604086095.628,1604086106.969,target,click,3.7877881390054227,1.793475940362018,-3.016518598354712,0,90,90,0.09943323420697957,2.101824069522145,0.30472000306795655,box,5qEDQu6O6AUl0khcEu0Km3FHC6H2,-MKuyanOJLE2Iq8E9FKd,-MKuypwBbUUgVeiho2tK,target-click,5,-1.0,0,2.046,5.612,3.683,4,3,11.341000080108643,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
59,1604086112.116,1604086154.742,target,click,3.730690376723129,1.8901265911942948,1.027402029112051,0,45,90,0.09943323420697957,2.101824069522145,0.30472000306795655,box,5qEDQu6O6AUl0khcEu0Km3FHC6H2,-MKuyanOJLE2Iq8E9FKd,-MKuytxoxWEW5eFGPMv8,target-click,18,-1.0,0,16.677,15.368,10.581,9,4,42.62600016593933,5.511428117752075,2.489123249053955,-4.494971823692322,0,0,0
